YEARLY_INCOME,CURRENT_SAVINGS_TO_YEARLY_INCOME_RATIO,CURRENT_DEBT_TO_YEARLY_INCOME_RATIO,CURRENT_DEBT_TO_CURRENT_SAVINGS_RATIO,YEARLY_CLOTHING_TO_YEARLY_INCOME_RATIO,YEARLY_CLOTHING_TO_CURRENT_SAVINGS_RATIO,YEARLY_CLOTHING_TO_CURRENT_DEBT_RATIO,YEARLY_EDUCATION_TO_YEARLY_INCOME_RATIO,YEARLY_EDUCATION_TO_CURRENT_SAVINGS_RATIO,YEARLY_EDUCATION_TO_CURRENT_DEBT_RATIO,YEARLY_ENTERTAINMENT_TO_YEARLY_INCOME_RATIO,YEARLY_ENTERTAINMENT_TO_CURRENT_SAVINGS_RATIO,YEARLY_ENTERTAINMENT_TO_CURRENT_DEBT_RATIO,YEARLY_LOAN_FINES_TO_YEARLY_INCOME_RATIO,YEARLY_LOAN_FINES_TO_CURRENT_SAVINGS_RATIO,YEARLY_LOAN_FINES_CURRENT_DEBT_RATIO,YEARLY_GAMBLING_TO_YEARLY_INCOME_RATIO,YEARLY_GAMBLING_TO_CURRENT_SAVINGS_RATIO,YEARLY_GAMBLING_TO_CURRENT_DEBT_RATIO,YEARLY_GROCERIES_TO_YEARLY_INCOME_RATIO,YEARLY_GROCERIES_TO_CURRENT_SAVINGS_RATIO,YEARLY_GROCERIES_TO-CURRENT_DEBT_RATIO,YEARLY_HEALTH_TO_YEARLY_INCOME_RATIO,YEARLY_HEALTH__TO_CURRENT_SAVINGS_RATIO,YEARLY_HEALTH_TO_CURRENT_DEBT_RATIO,YEARLY_HOUSING_TO_YEARLY_INCOME_RATIO,YEARLY_HOUSING_TO_CURRENT_SAVINGS_RATIO,YEARLY_HOUSING_TO_CURRENT_DEBT_RATIO,YEARLY_TAX_TO_YEARLY_INCOME_RATIO,YEARLY_TAX_TO_CURRENT_SAVINGS_RATIO,YEARLY_TAX_TO_CURRENT_DEBT_RATIO,YEARLY_TRAVEL_TO_YEARLY_INCOME_RATIO,YEARLY_TRAVEL_TO_CURRENT_SAVINGS_RATIO,YEARLY_TRAVEL_TO_CURRENT_DEBT_RATIO,YEARLY_UTILITIES_TO_YEARLY_INCOME_RATIO,YEARLY_UTILITIES_TO_CURRENT_SAVINGS_RATIO,YEARLY_UTILITIES_TO_CURRENT_DEBT_RATIO,YEARLY_EXPENDITURE_TO_YEARLY_INCOME_RATIO,YEARLY_EXPENDITURE_TO_CURRENT_SAVINGS_RATIO,YEARLY_EXPENDITURE_TO_CURRENT_DEBT_RATIO,CREDIT_SCORE
202230,0.8571,5.8571,6.8333,0.0379,0.0443,0.0065,0,0,0,0.1115,0.1301,0.019,0,0,0,0,0,0,0.1149,0.134,0.0196,0.0473,0.0551,0.0081,0,0,0,0.045,0.0525,0.0077,0.2987,0.3485,0.051,0.059,0.0688,0.0101,0.7143,0.8333,0.122,590
134922,2.6667,8.25,3.0937,0.0324,0.0121,0.0039,0,0,0,0.1942,0.0728,0.0235,0,0,0,0.0726,0.0272,0.0088,0.1277,0.0479,0.0155,0.0771,0.0289,0.0093,0.199,0.0746,0.0241,0.0564,0.0211,0.0068,0,0,0,0.0741,0.0278,0.009,0.8333,0.3125,0.101,525
77892,14.2223,1,0.0703,0.0159,0.0011,0.0159,0,0,0,0.119,0.0084,0.119,0,0,0,0.0103,0.0007,0.0103,0.1475,0.0104,0.1475,0.0821,0.0058,0.0821,0.25,0.0176,0.25,0.0066,0.0005,0.0066,0.4243,0.0298,0.4243,0.0553,0.0039,0.0553,1.1111,0.0781,1.1111,630
0,0,7.8055,3.2779,0.0036,0,0,0,0,0,0.0144,0,0,0.0015,0,0,0,0,0,0,0.1995,0.0609,0.0367,0.0314,0.0096,0.1096,0.2411,0.0735,0.0454,0,0,0.3323,0,0,0.0367,0.0836,0.0255,0.8592,0.5556,0.1695,591
382228,1.7857,3.9286,2.2,0.044,0.0246,0.0112,0,0,0,0.0706,0.0395,0.018,0,0,0,0,0,0,0.0872,0.0488,0.0222,0.0288,0.0162,0.0073,0.102,0.0571,0.026,0.0315,0.0177,0.008,0.312,0.1747,0.0794,0.0381,0.0213,0.0097,0.7143,0.4,0.1818,643
83162,2.3846,9.6923,4.0645,0.0488,0.0205,0.005,0,0,0,0.1555,0.0652,0.016,0,0,0,0,0,0,0.1441,0.0604,0.0149,0.0122,0.0051,0.0013,0,0,0,0.0633,0.0265,0.0065,0.2623,0.11,0.0271,0.0831,0.0348,0.0086,0.7692,0.3226,0.0794,573
159927,5.8182,1.1818,0.2031,0.0067,0.0011,0.0057,0.144,0.0247,0.1218,0.0387,0.0066,0.0327,0,0,0,0,0,0,0.2639,0.0454,0.2233,0.0304,0.0052,0.0257,0.3169,0.0545,0.2681,0.0319,0.0055,0.027,0,0,0,0.0767,0.0132,0.0649,0.9091,0.1563,0.7692,647
86868,0.9,7.8,8.6667,0.1759,0.1954,0.0225,0,0,0,0.3483,0.387,0.0447,0,0,0,0.2058,0.2287,0.0264,0.1317,0.1463,0.0169,0.0368,0.0409,0.0047,0,0,0,0.044,0.0489,0.0056,0,0,0,0.0576,0.064,0.0074,1,1.1111,0.1282,564
38535,14.5,0.3,0.0207,0.0314,0.0022,0.1046,0,0,0,0.1099,0.0076,0.3663,0,0,0,0,0,0,0.1353,0.0093,0.451,0.1096,0.0076,0.3653,0.2293,0.0158,0.7645,0.0054,0.0004,0.0181,0.3279,0.0226,1.093,0.0512,0.0035,0.1707,1,0.069,3.3335,628
45872,6.4,1.3,0.2031,0.019,0.003,0.0146,0,0,0,0.1448,0.0226,0.1114,0,0,0,0,0,0,0.1759,0.0275,0.1353,0.1215,0.019,0.0934,0,0,0,0.0078,0.0012,0.006,0.4649,0.0726,0.3576,0.0661,0.0103,0.0508,1,0.1562,0.7692,639
14409,1.1111,29.3333,26.4,0.082,0.0738,0.0028,0,0,0,0.276,0.2484,0.0094,0,0,0,0,0,0,0.3971,0.3574,0.0135,0.0597,0.0537,0.002,0.2263,0.2037,0.0077,0,0,0,0,0,0,0.07,0.063,0.0024,1.1111,1,0.0379,363
7532,0.1818,25.7262,141.5413,0.0137,0.0752,0.0005,0,0,0,0.1301,0.7159,0.0051,0,0,0,0,0,0,0.1792,0.9861,0.007,0.0203,0.1118,0.0008,0.1332,0.7327,0.0052,0,0,0,0.3918,2.1556,0.0152,0.0408,0.2243,0.0016,0.9091,5.0015,0.0353,459
462162,2.0714,8,3.8621,0.0231,0.0111,0.0029,0,0,0,0.0825,0.0398,0.0103,0,0,0,0.0395,0.0191,0.0049,0.0893,0.0431,0.0112,0.0371,0.0179,0.0046,0.1163,0.0561,0.0145,0.0359,0.0174,0.0045,0.2474,0.1194,0.0309,0.0432,0.0209,0.0054,0.7143,0.3448,0.0893,572
64103,0.8182,8.3636,10.2221,0.1666,0.2037,0.0199,0,0,0,0.2788,0.3407,0.0333,0,0,0,0,0,0,0.0958,0.1171,0.0115,0.0167,0.0204,0.002,0.2663,0.3254,0.0318,0.0386,0.0471,0.0046,0,0,0,0.0463,0.0566,0.0055,0.9091,1.1111,0.1087,589
60299,0.5454,6.7272,12.3334,0.0699,0.1282,0.0104,0.0724,0.1327,0.0108,0.2211,0.4053,0.0329,0,0,0,0.1236,0.2266,0.0184,0.0698,0.1279,0.0104,0.0188,0.0345,0.0028,0,0,0,0.0275,0.0505,0.0041,0.27,0.4949,0.0401,0.0361,0.0661,0.0054,0.9091,1.6667,0.1351,593
386108,1.75,3.9167,2.2381,0.0561,0.032,0.0143,0,0,0,0.0917,0.0524,0.0234,0,0,0,0.0555,0.0317,0.0142,0.118,0.0674,0.0301,0.0355,0.0203,0.0091,0.1298,0.0742,0.0331,0.0368,0.021,0.0094,0.2617,0.1495,0.0668,0.0483,0.0276,0.0123,0.8333,0.4762,0.2128,535
281577,3.4615,3.1539,0.9111,0.0529,0.0153,0.0168,0.0263,0.0076,0.0083,0.101,0.0292,0.032,0,0,0,0,0,0,0.1035,0.0299,0.0328,0.0222,0.0064,0.007,0.1415,0.0409,0.0449,0.0437,0.0126,0.0139,0.2258,0.0652,0.0716,0.0523,0.0151,0.0166,0.7692,0.2222,0.2439,617
291949,2.0714,7,3.3793,0.0268,0.0129,0.0038,0,0,0,0.0948,0.0458,0.0135,0,0,0,0.0557,0.0269,0.008,0.093,0.0449,0.0133,0.0287,0.0139,0.0041,0.135,0.0652,0.0193,0.0417,0.0201,0.006,0.1884,0.091,0.0269,0.0501,0.0242,0.0072,0.7143,0.3448,0.102,622
169253,1.6429,8.2857,5.0435,0.0596,0.0363,0.0072,0,0,0,0.1348,0.0821,0.0163,0,0,0,0,0,0,0.099,0.0602,0.0119,0.0342,0.0208,0.0041,0,0,0,0.0365,0.0222,0.0044,0.3025,0.1841,0.0365,0.0478,0.0291,0.0058,0.7143,0.4348,0.0862,565
31869,7.4546,1,0.1341,0.0711,0.0095,0.0711,0,0,0,0.2649,0.0355,0.2649,0,0,0,0.0153,0.0021,0.0153,0.276,0.037,0.276,0.1816,0.0244,0.1816,0,0,0,0.0106,0.0014,0.0106,0,0,0,0.0896,0.012,0.0896,0.9091,0.122,0.9091,581
153609,1.2,4.5,3.75,0.0622,0.0518,0.0138,0.0638,0.0532,0.0142,0.1957,0.1631,0.0435,0,0,0,0.1144,0.0953,0.0254,0.0583,0.0486,0.013,0.0102,0.0085,0.0023,0.1828,0.1523,0.0406,0.022,0.0184,0.0049,0.2587,0.2156,0.0575,0.0319,0.0266,0.0071,1,0.8333,0.2222,591
17680,9.6665,1.4444,0.1494,0.0436,0.0045,0.0302,0,0,0,0.2184,0.0226,0.1512,0,0,0,0.0206,0.0021,0.0143,0.2704,0.028,0.1872,0.1075,0.0111,0.0744,0,0,0,0.0112,0.0012,0.0078,0.3392,0.0351,0.2348,0.1001,0.0104,0.0693,1.1111,0.1149,0.7692,595
56888,15.2222,1.6667,0.1095,0.0214,0.0014,0.0128,0,0,0,0.139,0.0091,0.0834,0,0,0,0.0103,0.0007,0.0062,0.159,0.0104,0.0954,0.0568,0.0037,0.0341,0.2886,0.019,0.1732,0.007,0.0005,0.0042,0.365,0.024,0.219,0.0641,0.0042,0.0384,1.1111,0.073,0.6667,621
29502,0.3,6.4,21.3324,0.1416,0.4719,0.0221,0.0941,0.3137,0.0147,0.2898,0.9659,0.0453,0.0043,0.0145,0.0007,0,0,0,0.0964,0.3214,0.0151,0.0178,0.0592,0.0028,0.2698,0.8994,0.0422,0.039,0.1302,0.0061,0,0,0,0.0471,0.1569,0.0074,1,3.3332,0.1562,564
159977,0.3,2.5,8.3333,0.1282,0.4273,0.0513,0,0,0,0.1871,0.6237,0.0748,0.002,0.0065,0.0008,0.1066,0.3554,0.0427,0.0632,0.2108,0.0253,0.0221,0.0736,0.0088,0,0,0,0.0255,0.0849,0.0102,0.4347,1.4489,0.1739,0.0306,0.1021,0.0123,1,3.3333,0.4,596
82531,1.25,7.8333,6.2667,0.1051,0.0841,0.0134,0.0382,0.0305,0.0049,0.1461,0.1169,0.0186,0,0,0,0,0,0,0.158,0.1264,0.0202,0.0454,0.0363,0.0058,0.2059,0.1647,0.0263,0.0583,0.0467,0.0074,0,0,0,0.0763,0.0611,0.0097,0.8333,0.6667,0.1064,571
28511,11.3,1.3,0.115,0.0471,0.0042,0.0362,0,0,0,0.1254,0.0111,0.0965,0,0,0,0,0,0,0.1712,0.0152,0.1317,0.1423,0.0126,0.1094,0,0,0,0.0062,0.0005,0.0047,0.4499,0.0398,0.3461,0.0579,0.0051,0.0445,1,0.0885,0.7692,595
140505,8.0909,0.6364,0.0787,0.0377,0.0047,0.0593,0,0,0,0.0261,0.0032,0.041,0,0,0,0,0,0,0.2381,0.0294,0.3742,0.0436,0.0054,0.0685,0.2134,0.0264,0.3354,0.0215,0.0027,0.0338,0.2769,0.0342,0.4351,0.0518,0.0064,0.0814,0.9091,0.1124,1.4286,626
40312,13.4,0.8,0.0597,0.0569,0.0042,0.0711,0,0,0,0.1801,0.0134,0.2251,0,0,0,0,0,0,0.1907,0.0142,0.2383,0.1479,0.011,0.1849,0,0,0,0.0071,0.0005,0.0089,0.3557,0.0265,0.4446,0.0616,0.0046,0.077,1,0.0746,1.25,630
101880,1.3636,9.2727,6.8,0.0775,0.0569,0.0084,0.0375,0.0275,0.004,0.1443,0.1059,0.0156,0,0,0,0.0768,0.0563,0.0083,0.1414,0.1037,0.0152,0.026,0.0191,0.0028,0,0,0,0.0572,0.042,0.0062,0.2737,0.2007,0.0295,0.0747,0.0548,0.0081,0.9091,0.6667,0.098,547
318170,7.5454,5.8182,0.7711,0.0308,0.0041,0.0053,0,0,0,0.0308,0.0041,0.0053,0,0,0,0,0,0,0.2497,0.0331,0.0429,0.0316,0.0042,0.0054,0.2488,0.033,0.0428,0.0251,0.0033,0.0043,0.2319,0.0307,0.0399,0.0604,0.008,0.0104,0.9091,0.1205,0.1562,588
86786,5,10.3636,2.0727,0.0472,0.0094,0.0046,0,0,0,0.0328,0.0066,0.0032,0,0,0,0.012,0.0024,0.0012,0.2111,0.0422,0.0204,0.0466,0.0093,0.0045,0.2672,0.0534,0.0258,0.0224,0.0045,0.0022,0.2047,0.0409,0.0198,0.0649,0.013,0.0063,0.9091,0.1818,0.0877,521
10652,1,29.5,29.5,0.0134,0.0134,0.0005,0,0,0,0.3305,0.3305,0.0112,0,0,0,0,0,0,0.3095,0.3095,0.0105,0.028,0.028,0.0009,0.2324,0.2324,0.0079,0,0,0,0.2642,0.2642,0.009,0.072,0.072,0.0024,1.25,1.25,0.0424,339
60765,1.7,0.9,0.5294,0.0526,0.031,0.0585,0,0,0,0.2112,0.1242,0.2347,0,0,0,0.1304,0.0767,0.1449,0.0722,0.0424,0.0802,0.0336,0.0197,0.0373,0,0,0,0.0242,0.0142,0.0269,0.4408,0.2593,0.4898,0.0349,0.0206,0.0388,1,0.5882,1.1111,617
40936,0.6,0.2,0.3333,0.1084,0.1807,0.5421,0.0994,0.1657,0.4973,0.3433,0.5721,1.7164,0,0,0,0,0,0,0.078,0.13,0.3899,0.0182,0.0303,0.091,0,0,0,0.0414,0.0689,0.2068,0.2618,0.4362,1.3088,0.0496,0.0826,0.248,1,1.6666,5.0001,666
139858,2.1538,6.3846,2.9643,0.069,0.032,0.0108,0,0,0,0.1498,0.0696,0.0235,0,0,0,0,0,0,0.1614,0.0749,0.0253,0.0369,0.0171,0.0058,0.2095,0.0973,0.0328,0.0647,0.0301,0.0101,0,0,0,0.078,0.0362,0.0122,0.7692,0.3571,0.1205,597
86015,0.6,7.8,13,0.1437,0.2395,0.0184,0,0,0,0.2792,0.4653,0.0358,0,0,0,0.1481,0.2469,0.019,0.0837,0.1395,0.0107,0.0391,0.0652,0.005,0.2322,0.387,0.0298,0.0336,0.0561,0.0043,0,0,0,0.0403,0.0672,0.0052,1,1.6667,0.1282,541
183004,4.1,13.6,3.3171,0.0301,0.0073,0.0022,0.2007,0.0489,0.0148,0.073,0.0178,0.0054,0,0,0,0,0,0,0.3233,0.0789,0.0238,0.057,0.0139,0.0042,0,0,0,0.0443,0.0108,0.0033,0.1649,0.0402,0.0121,0.1067,0.026,0.0078,1,0.2439,0.0735,558
40198,6.4546,0.0909,0.0141,0.0276,0.0043,0.3035,0,0,0,0.1012,0.0157,1.1136,0,0,0,0.0088,0.0014,0.0969,0.122,0.0189,1.3426,0.0706,0.0109,0.777,0.2065,0.032,2.272,0.0049,0.0008,0.0542,0.3216,0.0498,3.5375,0.0458,0.0071,0.5038,0.9091,0.1408,10.0011,649
267260,0.8571,1.5,1.75,0.063,0.0736,0.042,0,0,0,0.0958,0.1118,0.0639,0,0,0,0,0,0,0.1044,0.1218,0.0696,0.0315,0.0367,0.021,0,0,0,0.042,0.0491,0.028,0.3269,0.3814,0.218,0.0506,0.059,0.0337,0.7143,0.8333,0.4762,708
27028,10.3,0.8,0.0777,0.0322,0.0031,0.0402,0,0,0,0.0935,0.0091,0.1168,0,0,0,0.0083,0.0008,0.0104,0.1261,0.0122,0.1576,0.1173,0.0114,0.1467,0.1987,0.0193,0.2484,0.0053,0.0005,0.0067,0.3744,0.0364,0.468,0.0442,0.0043,0.0552,1,0.0971,1.25,576
112176,1.6,8.6,5.375,0.0821,0.0513,0.0095,0.0643,0.0402,0.0075,0.1973,0.1233,0.0229,0,0,0,0,0,0,0.0668,0.0418,0.0078,0.0185,0.0116,0.0022,0.1857,0.116,0.0216,0.0269,0.0168,0.0031,0.3261,0.2038,0.0379,0.0323,0.0202,0.0038,1,0.625,0.1163,579
80896,1.8,0,0,0.0626,0.0348,0.0915,0.0809,0.0449,0,0.3091,0.1717,0.246,0,0,0,0,0,0,0.0687,0.0381,0.0084,0.0262,0.0145,0.0332,0,0,0.2631,0.0308,0.0171,0.0144,0.3811,0.2117,0,0.0406,0.0225,0.0519,1,0.5556,0.9125,663
522998,2.2,4.0667,1.8485,0.0465,0.0211,0.0114,0,0,0,0.0652,0.0296,0.016,0,0,0,0.0356,0.0162,0.0088,0.0721,0.0328,0.0177,0.0323,0.0147,0.0079,0.0936,0.0426,0.023,0.0265,0.0121,0.0065,0.2601,0.1182,0.0639,0.0348,0.0158,0.0086,0.6667,0.303,0.1639,579
7087,0.6251,0,0,0.0045,0.0072,0.0011,0.0512,0.0819,0.0137,0.6852,1.0962,0,0,0,0.0015,0,0,0,0.0972,0.1555,0,0,0,0,0,0,0,0,0,0.0006,0.4119,0.6589,0,0,0,0,1.25,1.9998,0,681
167684,3.8333,10.8334,2.8261,0.0626,0.0163,0.0058,0,0,0,0.1283,0.0335,0.0118,0,0,0,0,0,0,0.1199,0.0313,0.0111,0.0516,0.0135,0.0048,0,0,0,0.0509,0.0133,0.0047,0.353,0.0921,0.0326,0.067,0.0175,0.0062,0.8333,0.2174,0.0769,593
44879,14.4446,1.3333,0.0923,0.0439,0.003,0.033,0,0,0,0.2023,0.014,0.1517,0,0,0,0,0,0,0.2451,0.017,0.1838,0.1144,0.0079,0.0858,0,0,0,0.011,0.0008,0.0082,0.4021,0.0278,0.3016,0.0924,0.0064,0.0693,1.1111,0.0769,0.8333,659
0,0,2.8159,3.2691,0.0409,0,0,0.0644,0,0,0.2662,0,0,0.0004,0,0,0.0551,0,0,0.0954,0.248,0.0759,0.028,0.0514,0.0157,0.0284,0,0,0.037,0,0,0.5498,0,0,0.0336,0.0852,0.0261,0.6965,0.3846,0.1176,549
202059,2.2308,5.2308,2.3448,0.0113,0.0051,0.0022,0.0269,0.012,0.0051,0.1028,0.0461,0.0197,0,0,0,0.0537,0.0241,0.0103,0.1084,0.0486,0.0207,0.0296,0.0133,0.0057,0.1451,0.065,0.0277,0.0411,0.0184,0.0079,0.1963,0.088,0.0375,0.054,0.0242,0.0103,0.7692,0.3448,0.1471,592
9358,0.6,16.2,26.9991,0.0589,0.0981,0.0036,0,0,0,0.0919,0.1532,0.0057,0,0,0,0,0,0,0.1549,0.2582,0.0096,0.0237,0.0395,0.0015,0.0931,0.1551,0.0057,0,0,0,0.5493,0.9154,0.0339,0.0282,0.047,0.0017,1,1.6666,0.0617,499
20007,1.125,22.8752,20.3334,0.0725,0.0645,0.0032,0.5302,0.4713,0.0232,0.2616,0.2325,0.0114,0,0,0,0,0,0,0.2814,0.2501,0.0123,0.0433,0.0385,0.0019,0,0,0,0,0,0,0,0,0,0.0611,0.0543,0.0027,1.25,1.1111,0.0546,423
200078,0.5,3.6,7.2,0.1497,0.2995,0.0416,0,0,0,0.1466,0.2932,0.0407,0,0,0,0,0,0,0.0512,0.1024,0.0142,0.0325,0.065,0.009,0.1391,0.2782,0.0386,0.0185,0.0369,0.0051,0.4382,0.8764,0.1217,0.0242,0.0484,0.0067,1,2,0.2778,621
14241,10.222,0.2222,0.0217,0.0136,0.0013,0.061,0,0,0,0.1461,0.0143,0.6572,0,0,0,0,0,0,0.1805,0.0177,0.8123,0.0831,0.0081,0.3738,0.3068,0.03,1.3804,0.0077,0.0008,0.0348,0.3052,0.0299,1.3731,0.0682,0.0067,0.3068,1.1111,0.1087,4.9994,624
70447,0.4,4.5,11.2499,0.049,0.1225,0.0109,0.0884,0.2211,0.0197,0.3225,0.8063,0.0717,0,0,0,0,0,0,0.0754,0.1885,0.0168,0.0179,0.0446,0.004,0,0,0,0.0368,0.0919,0.0082,0.3659,0.9149,0.0813,0.044,0.1101,0.0098,1,2.5,0.2222,611
30593,12.9999,1.3333,0.1026,0.0541,0.0042,0.0406,0,0,0,0.1969,0.0151,0.1477,0,0,0,0.0191,0.0015,0.0143,0.2413,0.0186,0.181,0.0873,0.0067,0.0655,0.4106,0.0316,0.308,0.011,0.0008,0.0082,0,0,0,0.0907,0.007,0.068,1.1111,0.0855,0.8333,638
38166,0.8889,9.6667,10.8749,0.0342,0.0385,0.0035,0.2354,0.2648,0.0244,0.0885,0.0995,0.0092,0,0,0,0.0345,0.0388,0.0036,0.1372,0.1543,0.0142,0.0398,0.0448,0.0041,0,0,0,0,0,0,0.5144,0.5787,0.0532,0.0271,0.0304,0.0028,1.1111,1.25,0.1149,490
70512,0.3,2.8,9.3332,0.2517,0.839,0.0899,0,0,0,0.4266,1.4218,0.1523,0,0,0,0,0,0,0.1465,0.4883,0.0523,0.0556,0.1853,0.0199,0,0,0,0.0489,0.1629,0.0174,0,0,0,0.0708,0.236,0.0253,1,3.3333,0.3571,626
64188,14.2,1.2,0.0845,0.0249,0.0018,0.0207,0,0,0,0.1054,0.0074,0.0878,0,0,0,0,0,0,0.1519,0.0107,0.1266,0.1271,0.009,0.106,0.22,0.0155,0.1834,0.0053,0.0004,0.0044,0.3163,0.0223,0.2636,0.049,0.0034,0.0408,1,0.0704,0.8333,660
199790,3.7273,10.6363,2.8537,0.0159,0.0043,0.0015,0.174,0.0467,0.0164,0.0469,0.0126,0.0044,0,0,0,0,0,0,0.3415,0.0916,0.0321,0.0381,0.0102,0.0036,0,0,0,0.0387,0.0104,0.0036,0.1608,0.0431,0.0151,0.0931,0.025,0.0087,0.9091,0.2439,0.0855,588
165661,0.5455,4.2727,7.8333,0.0525,0.0962,0.0123,0,0,0,0.2195,0.4024,0.0514,0,0,0,0,0,0,0.0532,0.0974,0.0124,0.019,0.0348,0.0044,0.1484,0.272,0.0347,0.0197,0.0361,0.0046,0.371,0.6802,0.0868,0.0259,0.0475,0.0061,0.9091,1.6667,0.2128,613
88668,1.6923,2.2308,1.3182,0.0512,0.0302,0.0229,0,0,0,0.1468,0.0867,0.0658,0,0,0,0,0,0,0.0985,0.0582,0.0442,0.0332,0.0196,0.0149,0,0,0,0.0481,0.0284,0.0215,0.3335,0.1971,0.1495,0.058,0.0343,0.026,0.7692,0.4545,0.3448,630
158055,1.5454,8.5454,5.5294,0.0497,0.0322,0.0058,0.064,0.0414,0.0075,0.1921,0.1243,0.0225,0,0,0,0,0,0,0.0659,0.0427,0.0077,0.0192,0.0124,0.0022,0,0,0,0.0266,0.0172,0.0031,0.4594,0.2973,0.0538,0.0321,0.0208,0.0038,0.9091,0.5882,0.1064,566
275878,0.8,9.4667,11.8333,0.1496,0.187,0.0158,0.0222,0.0278,0.0023,0.0832,0.104,0.0088,0,0,0,0.038,0.0475,0.004,0.1086,0.1358,0.0115,0.0642,0.0803,0.0068,0.1196,0.1495,0.0126,0.0369,0.0462,0.0039,0,0,0,0.0443,0.0554,0.0047,0.6667,0.8333,0.0704,563
57540,10.8,1,0.0926,0.0277,0.0026,0.0277,0,0,0,0.2121,0.0196,0.2121,0,0,0,0,0,0,0.189,0.0175,0.189,0.1726,0.016,0.1726,0.3198,0.0296,0.3198,0.0076,0.0007,0.0076,0,0,0,0.0712,0.0066,0.0712,1,0.0926,1,629
6141,0.2,0,0,0.0083,0.0415,0,0.0552,0.2761,0,0.7188,3.5945,0,0,0,0.0004,0,0,0.0133,0.1146,0.5733,0.041,0,0,0,0,0,0,0,0,0.0226,1.1031,5.5163,0.2678,0,0,0.0808,2,10.0016,3.2082,586
39709,0.4,19.6,48.9987,0.0146,0.0366,0.0007,0.25,0.6251,0.0128,0.0941,0.2353,0.0048,0,0,0,0,0,0,0.1326,0.3314,0.0068,0.0271,0.0678,0.0014,0,0,0,0,0,0,0.453,1.1325,0.0231,0.0285,0.0712,0.0015,1,2.4999,0.051,485
26625,0.7,6.6,9.4283,0.1777,0.2538,0.0269,0,0,0,0.2972,0.4245,0.045,0,0,0,0,0,0,0.1202,0.1717,0.0182,0.0348,0.0497,0.0053,0.2808,0.4011,0.0425,0.0406,0.0579,0.0061,0,0,0,0.0488,0.0697,0.0074,1,1.4285,0.1515,571
13766,0.375,34.249,91.3351,0.0672,0.1792,0.002,0.2634,0.7024,0.0077,0.1,0.2666,0.0029,0,0,0,0,0,0,0.164,0.4372,0.0048,0.0232,0.0618,0.0007,0.0973,0.2594,0.0028,0,0,0,0.5048,1.3462,0.0147,0.0302,0.0806,0.0009,1.25,3.3334,0.0365,366
32929,7.7778,1.3334,0.1714,0.0342,0.0044,0.0257,0,0,0,0.2852,0.0367,0.2139,0,0,0,0.0186,0.0024,0.0139,0.2295,0.0295,0.1721,0.1051,0.0135,0.0789,0,0,0,0.0104,0.0013,0.0078,0.3346,0.043,0.2509,0.0935,0.012,0.0701,1.1111,0.1429,0.8333,613
12024,0.1429,0,0,0.0084,0.0588,0,0,0,0,0.4126,2.8877,0.168,0,0,0,0,0,0.0152,0.0659,0.461,0.4331,0,0,0.1292,0,0,0.3101,0,0,0.0104,0.9417,6.5908,0.1034,0,0,0,1.4286,9.9983,0,651
10847,0.8182,18.0002,21.9998,0.0619,0.0756,0.0034,0.3926,0.4798,0.0218,0.1645,0.201,0.0091,0,0,0,0,0,0,0.208,0.2542,0.0116,0.0373,0.0456,0.0021,0,0,0,0,0,0,0,0,0,0.0449,0.0549,0.0025,0.9091,1.1111,0.0505,507
3790,0.3,0,0,0.0137,0.0457,0.0946,0.0615,0.2049,0,0.8047,2.6825,0,0,0,0,0,0,0.0184,0.1201,0.4002,0,0,0,0.1195,0,0,0.1018,0,0,0.0462,0,0,1.2418,0,0,0.1381,1,3.3333,0.9699,659
39081,12.7777,1,0.0783,0.0364,0.0028,0.0364,0,0,0,0.1665,0.013,0.1665,0,0,0,0,0,0,0.1798,0.0141,0.1798,0.1673,0.0131,0.1673,0,0,0,0.0089,0.0007,0.0089,0.4764,0.0373,0.4764,0.0758,0.0059,0.0758,1.1111,0.087,1.1111,618
191298,5.4545,6.9091,1.2667,0.0152,0.0028,0.0022,0.115,0.0211,0.0166,0.031,0.0057,0.0045,0,0,0,0,0,0,0.2181,0.04,0.0316,0.0159,0.0029,0.0023,0.2526,0.0463,0.0366,0.0254,0.0047,0.0037,0.1746,0.032,0.0253,0.0613,0.0112,0.0089,0.9091,0.1667,0.1316,591
15881,0.7,7.8,11.1426,0.0513,0.0733,0.0066,0.4301,0.6144,0.0551,0.2036,0.2909,0.0261,0,0,0,0.0445,0.0635,0.0057,0.205,0.2928,0.0263,0.0162,0.0232,0.0021,0,0,0,0,0,0,0,0,0,0.0493,0.0704,0.0063,1,1.4285,0.1282,522
117622,1.5,6.1,4.0667,0.0946,0.063,0.0155,0,0,0,0.2586,0.1724,0.0424,0,0,0,0.1097,0.0731,0.018,0.0626,0.0417,0.0103,0.028,0.0187,0.0046,0,0,0,0.0251,0.0168,0.0041,0.391,0.2607,0.0641,0.0303,0.0202,0.005,1,0.6667,0.1639,526
298406,2.2857,7.1429,3.125,0.0555,0.0243,0.0078,0.0228,0.01,0.0032,0.0857,0.0375,0.012,0,0,0,0,0,0,0.0943,0.0413,0.0132,0.0434,0.019,0.0061,0.1226,0.0536,0.0172,0.0379,0.0166,0.0053,0.2065,0.0903,0.0289,0.0457,0.02,0.0064,0.7143,0.3125,0.1,552
